segment_ID,road_importance,nbr_carcasses,long_midpoint,lat_midpoint,length,dist_from_center,distance_water_km,distance_amenity_km,sparse_open_grassland,dense_closed_grassland,sparse_open_shrubland,dense_closed_shrubland,woodland,forest,water,bare_ground,grassland,shrubland
1_1,minor_road,2,34.7959797644701,-2.4182586978038385,2500.9585753413567,3959.7198880384008,-0.3059311298592041,-0.9760098765724563,2.3110784686364116,-1.340396214232207,0.12126799582493694,0.051534287749327994,-0.11235884459525676,-0.24361075733960944,-0.074010076343963,-0.07749148667638583,0.12713314655007774,0.08973354928977402
1_2,minor_road,0,34.78236690869337,-2.4019008969009983,2500.3181846596563,6327.657045372787,-0.5052776053590684,-0.7746964217622547,0.4075662817384807,-0.3102915747902839,-0.0931216457042985,0.48999913661765176,-0.01734022385546561,-0.17913169315434535,-0.074010076343963,-0.07749148667638583,-0.05912182593050681,0.42743192653131784
1_3,minor_road,0,34.76789239148549,-2.3850803368753435,2500.344318818275,8796.383730999696,-0.5507240637019106,-0.45711676550556674,-0.6166824844092551,0.06899375112508165,0.418547212443182,0.7470928127413213,0.1954964516714809,-0.15115141934016318,-0.074010076343963,-0.07749148667638583,-0.35241489523357433,0.8432120990257425
2_1,minor_road,0,34.78924227607467,-2.4270004997825048,2499.3921077946006,3859.4745082124855,-0.303375210632299,-0.6524216942938934,3.0910907210872547,-1.3261251091136839,0.18285387654745658,-0.489657930635253,-0.6162707400782932,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.6849116498211191,-0.3964535233074491
2_2,minor_road,0,34.76776623871378,-2.4208621147071923,2499.536626851918,6275.509177809179,-0.06001519902198312,-0.2729810500748654,2.0509294276045114,-1.112011374378655,-0.425537027874945,-0.3474969009497967,-0.11502564259164035,0.11665511354448911,-0.074010076343963,-0.07749148667638583,0.19832899308617696,-0.4710815536594528
2_3,minor_road,0,34.7470798572664,-2.4138851794592653,2500.008769637938,8687.514407716872,-0.6334533826271164,-0.21818907596027845,-0.436919280277492,-1.2732544882457575,-0.361835304298941,1.1736091162812212,1.587811546332189,0.6950522977263459,-0.074010076343963,-0.07749148667638583,-1.7083838126050948,0.9763302614010319
2_4,minor_road,0,34.73160172160777,-2.3988639548452966,2500.4596266853123,10974.89535569165,-0.6529321612983485,-0.464545458103181,-0.9909353500014175,-0.9982496242204115,-0.4111751079385105,1.1448473158009351,1.7482706493850984,0.5548172681431363,-0.074010076343963,-0.07749148667638583,-1.7899618997253282,0.9325156258293715
3_1,minor_road,0,35.07022587494705,-2.7113663182081114,2207.408657452307,40715.32770238972,2.93192013567167,1.9782342330024656,0.1941182654997761,0.7361202437278951,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768958025,-0.7023404670051168
5_1,minor_road,0,35.091139827269494,-2.747326922594827,2499.4640689769576,45232.62801981623,1.7942600109745122,0.7436686224856027,-1.1391841642362726,1.5758976301369743,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768956794,-0.7023404670051168
6_1,minor_road,0,35.08188396873083,-2.7075993859126672,2500.579479353942,41321.56420939707,2.6167791960656515,1.9046150224160436,-0.3795002559675226,1.0974125147164133,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.947046476895913,-0.7023404670051168
6_2,minor_road,0,35.070999201765765,-2.698893509008721,2499.400441993805,39780.21650156518,2.8945194072472393,2.2845936707775913,-0.6261353917295409,1.252755072479569,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768960161,-0.7023404670051168
6_3,minor_road,0,35.05245823555951,-2.7061135070182405,2498.832401073563,38945.035974218874,2.956496456941618,1.9132151852367867,-0.332106975433107,1.067561968904124,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768959764,-0.7023404670051168
6_4,minor_road,0,35.03034610632511,-2.7074267046794556,2498.7399520193812,37458.90911336594,2.6773149120897113,1.4797648703007584,-0.10901527698923341,0.9270481895314127,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768957717,-0.7023404670051168
6_5,minor_road,0,35.007969726550186,-2.7083184046678923,2498.699966252951,36024.676672979476,1.8487933166817054,1.1551567587264426,-0.1981951542544771,0.983217924604505,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768961734,-0.7023404670051168
6_6,minor_road,0,34.985554396291555,-2.7094967299087895,2498.685800390684,34734.688261952,1.0303751337804292,0.9710101551879274,-0.997626068221283,1.4867375976907062,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768961551,-0.7023404670051168
6_7,minor_road,0,34.963309811906164,-2.7103327540081734,2499.0813219487086,33556.66937760796,0.24764599996478215,0.9795934676218857,-0.8654216685025771,1.3436290179283719,-0.425537027874945,-0.35186856053100996,-0.8342384818012044,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.8810257483447108,-0.47517886394077
8_1,minor_road,0,34.922414068715845,-2.5404125334362235,2500.4941041593274,15640.20635729438,-0.25203560695835814,1.4865544365022867,-0.7389667812682297,1.12303661255331,0.34771503962937184,-0.07433041319466707,-0.8234701243233727,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.7255226502322544,0.049137308343752524
9_1,minor_road,0,35.06256092367751,-2.7179785655555704,2501.212700119058,40678.32113881165,3.097297533734331,1.8869985961127602,0.30704757470601757,0.6649919850377802,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768956274,-0.7023404670051168
10_1,minor_road,0,35.007733594516495,-2.825850749612835,2499.63173958278,47243.513316655764,2.7929232005767752,-1.176616720998964,-1.0261205020099446,1.0340421769230035,0.00840671331249355,0.8676681532256182,-0.7197255905436855,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.4277919471800659,0.8160887894242385
10_2,minor_road,0,35.02575747611757,-2.8125176324677104,2499.5414867517343,46873.27794169992,3.630931465901838,-0.5149812154936337,-0.7733104948576929,1.3454529635898427,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768954143,-0.7023404670051168
10_3,minor_road,0,35.04330100546621,-2.7988060379492468,2499.4822922314215,46569.45218845838,3.892201033682878,0.14638562722169482,0.17312702995859938,0.7493415238569046,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768957694,-0.7023404670051168
10_4,minor_road,0,35.062752437878686,-2.7876223001200655,2499.300074906207,46748.38027688527,3.063440529642552,0.7361455811108208,0.9007438699115308,0.29105377567968804,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768958042,-0.7023404670051168
10_5,minor_road,0,35.08198160017993,-2.776322108523797,2499.571584736783,47033.649233750046,2.2476707376138134,0.33815871820514803,0.0035656008836330985,0.8422091637550159,-0.425537027874945,-0.5357138358770069,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9316774192794401,-0.6474866849988984
10_6,minor_road,0,35.09943271298089,-2.7633013541508995,2499.1867987347296,47172.660633994485,1.5006096086542784,0.21360685184356865,-1.179665531444372,1.5874890773096948,-0.425537027874945,-0.5358171041455089,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9317045374299843,-0.6475834725301336
10_7,minor_road,0,35.11821224735669,-2.7519086025201025,2499.9111001032297,47667.95719699907,0.7710135815809886,0.2884945588641836,-0.7440470270890529,1.327021437529887,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768958581,-0.7023404670051168
11_1,minor_road,0,35.087947952705306,-2.7599989568764234,2500.702908704994,46056.43070874823,1.9118909295827844,0.5076754028076623,-1.0227542557364864,1.4882920334819345,-0.425537027874945,-0.5342758247769354,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.931299798905221,-0.6461389181942065
11_2,minor_road,0,35.076915809802976,-2.740555094531955,2500.496370330746,43617.61357997048,2.355375877905086,1.1584960014632926,-1.1374935582788996,1.5748328059675356,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768956599,-0.7023404670051168
14_1,minor_road,0,35.070797822213294,-2.7201650262605304,2499.773789332913,41474.44619574169,2.7801649698043094,1.7514315983261322,-0.17924229255374374,0.9712805094244225,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768958794,-0.7023404670051168
14_2,minor_road,0,35.085711867020606,-2.7357880971933106,2499.8163490982115,43877.161291956196,2.0692498325717006,1.1187755933203807,-1.140293647555729,1.5765964355853663,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768956599,-0.7023404670051168
14_3,minor_road,0,35.09480677435525,-2.7521141923826415,2501.039448555586,45901.390258433545,1.645957657024532,0.5647808025208068,-1.0664169899404223,1.516053770552872,-0.425537027874945,-0.535371836346973,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9315876105215105,-0.6471661481033368
15_1,minor_road,0,35.10734123820856,-2.741939350804656,2499.121104914633,46029.39127960574,1.2282700619337705,0.6658188199294902,-0.7768450105958693,1.347679169980369,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.947046476896039,-0.7023404670051168
15_2,minor_road,0,35.1281642068329,-2.7394985448442104,2499.72747541835,47488.05180360467,0.5212210718683231,0.6157420243750227,-0.561340003114986,1.21194384999254,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.947046476895722,-0.7023404670051168
15_3,minor_road,0,35.1251670930164,-2.757848682369667,2500.030445579761,48681.561572343024,0.5182127472409636,0.07849138094311907,-0.9049975701119334,1.4283957569235726,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768954812,-0.7023404670051168
16_1,minor_road,0,34.960971515278416,-2.6785316152019263,2499.9999066181554,30363.209069815486,0.38598343619245035,1.9228142548840117,0.6355721905276289,0.4479402892346834,-0.425537027874945,-0.5942405388134945,-0.8232138931921339,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9358687938102623,-0.7023404670051168
16_2,minor_road,0,34.954190980368374,-2.69765377559602,2500.5951826536784,31832.300435867448,-0.18314313908259178,1.4082362551157617,-0.780360046503968,1.1723979318729691,-0.425537027874945,-0.07301207235327918,-0.7633842040493288,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.7512180944286018,-0.2138223848286583
17_1,minor_road,0,34.98068428916554,-2.678128729621687,2498.9301925717996,31527.56267643442,0.9974841454738017,1.8945374842692941,-0.27572734980749036,1.0320513948596142,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768957634,-0.7023404670051168
17_2,minor_road,0,35.00195063974979,-2.6844632712015377,2499.1490313951444,33495.513610386675,1.6658645149849594,1.7845610254207833,-1.1255704591793219,1.5673230701595908,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.947046476895935,-0.7023404670051168
17_3,minor_road,0,35.02113869107283,-2.6957787596146754,2499.245475585116,35806.928723564364,2.321562470678035,1.6505701037377853,-1.091369134008382,1.5457814462767956,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768962592,-0.7023404670051168
17_4,minor_road,0,35.041509257392214,-2.6999203349905763,2499.43721984407,37620.87932320266,2.6718022108144712,1.8512785281587116,-0.7715817219188158,1.3443641000376976,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768958936,-0.7023404670051168
18_1,minor_road,0,35.11333658335365,-2.7695859256829145,2501.2339967870976,48726.2028549761,1.053621941104927,-0.16136353766560882,-1.2790758162328768,1.6640080567544537,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768956735,-0.7023404670051168
18_2,minor_road,0,35.12017627447112,-2.7905290320084446,2501.2362279326203,50971.70494668892,1.25804409981204,-0.8033064641696396,-1.2790758162328768,1.6640080567553868,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768967028,-0.7023404670051168
18_3,minor_road,0,35.123384277762916,-2.8122160173995168,2429.085751193259,53039.50548409516,1.471467371127113,-1.063433421090333,-1.2582309604932278,1.6508789735977145,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768957001,-0.7023404670051168
19_1,minor_road,0,35.105099396996486,-2.75395199339441,2500.033387615624,46825.50029040435,1.2599112167739044,0.36367440197001877,-1.136269959544301,1.574062125194192,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768954155,-0.7023404670051168
19_2,minor_road,0,35.11592419588179,-2.7453379769361774,2263.1997442728966,46968.59020149056,0.8871384838483999,0.4943200561072179,-0.6999359877625255,1.2992382035905303,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768959859,-0.7023404670051168
20_1,minor_road,0,35.061521639200734,-2.7165212832813483,2501.309152604439,40480.40779898801,3.153165141534238,1.8912188526026583,0.2199900628083291,0.7198249532965072,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768958528,-0.7023404670051168
20_2,minor_road,0,35.05656174501599,-2.7376493198540914,2501.1739246834213,41908.31262736175,3.1246335375183327,1.3972962064917105,-0.8723389640056054,1.4078258109999156,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768956374,-0.7023404670051168
20_3,minor_road,0,35.04873889262837,-2.7583434679766015,2500.9715757409235,43195.38666099153,3.372402750084847,0.9039473288651269,-0.423038318243822,1.1248348604141662,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768960491,-0.7023404670051168
20_4,minor_road,0,35.04193690768042,-2.7796048530500985,2501.070832587165,44697.03567127915,3.7297398479180455,0.5325860804526511,-0.0725055145937382,0.9040526019147405,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768960964,-0.7023404670051168
20_5,minor_road,0,35.02992545376127,-2.7980327581098043,2500.5423874482235,45713.59168250696,4.106204992795706,-0.1191358844284184,-0.21694680051794962,0.995028604715763,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768954842,-0.7023404670051168
21_1,minor_road,0,34.77542648646885,-2.6499442440924907,2500.2144412880134,23198.610118147215,-0.567598439595565,-0.024794882860947276,0.4588996500298255,0.08218352014567579,-0.1778739375489892,-0.17123152049465715,-0.49619190265686564,-0.32200188542976216,15.102147250138293,0.22852615070801993,0.40956317071637444,-0.22125944847237267
23_1,minor_road,0,34.77107723478901,-2.7357422791216277,2500.5274717038565,32679.182678498364,-0.4619781820547744,-1.089855483480558,0.4544117199016853,-0.22276694566861463,0.1476115407476208,1.6757357579288639,-0.5540839290463812,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.06999615504525888,1.6210068401817632
23_2,minor_road,0,34.75714952381164,-2.718411554909361,2499.6781614240813,31078.186580647547,-0.5937612995671369,-0.44047447325269584,1.2731433782746797,0.00905802810404651,-0.34723275611932863,-0.5407356559127736,-0.7986480832348972,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.8947055922332023,-0.6254393091293559
23_3,minor_road,0,34.737738817424315,-2.709234561361081,2499.4168236631363,30642.186004628446,-0.0585903306992208,-0.27141365795785805,2.9404490775530094,-0.993649732028771,-0.425537027874945,-0.5942405388134945,-0.8372114870484242,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9470464768960214,-0.7023404670051168
23_4,minor_road,0,34.71885076140296,-2.6974814130610527,2499.4791964140445,30100.044756136984,-0.374695797199614,-0.8989000647273572,1.757636955370991,-0.8277282274058488,-0.3347049056774531,0.13080487300378424,-0.2864715371878077,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.3081653069090065,0.0082381650670802
24_1,minor_road,0,34.79485328078715,-2.5101923056436357,2500.3307218126643,7606.73087292357,-0.6641842231553485,-0.7435545239501015,-0.6929967394829654,1.2010540800084224,-0.425537027874945,-0.5105834363965522,-0.7351067681963096,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.8435431731061833,-0.6239333770955644
24_2,minor_road,0,34.78248955286707,-2.5266191471868154,2501.1004034265184,9818.2515046659,-0.6632183614333195,-1.1114475704054791,-0.9625649670731138,1.3523784923273179,-0.425537027874945,-0.5567174980491187,-0.6944274096476768,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.8231737104144672,-0.6671722344714451
24_3,minor_road,0,34.78562143321418,-2.5456948511691704,2500.7469203513574,11677.956468464738,-0.24308766946950403,-0.9661246237343334,-0.8352561935524966,1.3572585618469537,-0.425537027874945,-0.5875156121005081,-0.8018278628245133,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9170251656673617,-0.6960375719945732
24_4,minor_road,0,34.79943172608577,-2.561765549021429,2500.5803926321787,13057.196370064608,-0.19861229723031065,-0.3417606278397654,-0.895710277772667,1.4182367440902868,-0.425537027874945,-0.5942405388134945,-0.8312574589083501,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9422919283415226,-0.7023404670051168
24_5,minor_road,0,34.79150257476617,-2.582394448953302,2501.1191256679413,15473.490182830832,0.45328616120013226,-0.5668486305902698,-0.8970564084181398,1.3994539975482947,-0.425537027874945,-0.5694535382565193,-0.8122864424340299,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.9206337093198168,-0.6791090075699967
24_6,minor_road,0,34.78655137646649,-2.604214024918696,2501.1265112450287,17963.139196196535,0.30117870599805,-0.7565124830338278,-0.3444380387067839,1.0228111087226859,-0.425537027874945,-0.5942405388134945,-0.7646518421649051,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.8891044674603024,-0.7023404670051168
24_7,minor_road,0,34.77680808130547,-2.6227715878857154,2500.6666193164815,20212.202416479457,-0.3778974773737082,-0.6566399593813823,0.14195871876529859,0.6136361155141041,-0.35330446235744,-0.46084493445050934,-0.6751202439756058,-0.32200188542976216,-0.074010076343963,-0.07749148667638583,0.7756652898016225,-0.5526367421920043
25_6,minor_road,0,34.31804942262515,-2.1583809187942102,2499.738397433062,64193.91305522805,0.3282527642174314,-0.04409745280490653,0.06271280628536309,0.4503845237164378,-0.425537027874945,-0.5942405388134945,-0.8191282031203968,1.2821518835295378,-0.074010076343963,-0.07749148667638583,0.5404834153885992,-0.7023404670051168
