segment_ID,road_importance,nbr_carcasses,long_midpoint,lat_midpoint,length,distance_water_km,distance_amenity_km,sparse_open_grassland,dense_closed_grassland,sparse_open_shrubland,dense_closed_shrubland,woodland,forest,water,bare_ground,grassland,shrubland
4_1,minor_road,0,34.791796084504355,-2.7561682083138828,0.22178803743485637,0.12939809395170668,-0.9198174160112408,-0.3379757377633952,0.24499471261293815,1.6313324001174787,1.4921821235631303,-0.6835687798301018,-0.2462164074748978,-0.05470543785627974,-0.06969973308597942,0.02238113445984458,1.8295419918611728
4_2,minor_road,0,34.80605969078107,-2.7401250339982495,0.2297435553481362,0.0053076292834796,-0.4685749255158322,-0.6030403218048609,0.6818304730835191,0.9629929257094496,0.795698843760634,-0.7314923890565859,-0.2462164074748978,-0.05470543785627974,-0.06969973308597942,0.313594552366048,0.9982337495640206
4_3,minor_road,0,34.80181948960422,-2.724483399034325,0.22397614940275432,-0.01504610246677195,-0.31615994609050535,-0.1920017297466067,0.48595008084275704,0.04385645737552229,0.7096308851124381,-0.7227161634356489,-0.2462164074748978,-0.05470543785627974,-0.06969973308597942,0.40053579153672025,0.6920637789122486
4_4,minor_road,0,34.78602965045758,-2.710956250064313,-1.079589949724152,0.1210610497421778,-0.272230748384637,0.12041272145829156,0.4557972250130176,-0.42433859828980913,0.2330592227936397,-0.7539342558653098,-0.2462164074748978,-0.05470543785627974,-0.06969973308597942,0.5993998150863427,0.12059141353719896
5_1,minor_road,0,34.76454240283233,-2.7757377565022967,0.2279896507888008,-0.16311285455919974,-0.990771985088645,-0.0151362621340127,0.6881912174228682,-0.42433859828980913,-0.44664473060002974,-0.7009562472274556,-0.2462164074748978,-0.05470543785627974,-0.06969973308597942,0.7583912737205045,-0.5320705552174421
5_2,minor_road,0,34.749686141246976,-2.779398091155685,0.23074487890842507,-0.6622105056693568,-0.8297285830393247,-0.4990086907852109,0.8378322633388731,-0.42433859828980913,-0.4466237460998994,-0.45002971139076,-0.2462164074748978,-0.05470543785627974,-0.06969973308597942,0.5655134761871987,-0.5320504055845025
5_3,minor_road,0,34.745694141543666,-2.7596346449275098,0.24372600303489564,-0.6401352937826466,-0.899805083660819,1.4708569799732951,-0.41950034366098093,-0.42433859828980913,-0.3191130307178824,-0.5772871802028243,-0.2462164074748978,-0.05470543785627974,-0.06969973308597942,0.6258628569670815,-0.4096126970453262
5_4,minor_road,0,34.746583459428486,-2.738765862075137,0.23851206227814495,-0.6929791833171884,-0.617474876077854,0.6470194071173654,0.30584429081020786,-0.42433859828980913,-0.5304757273659508,-0.7539342558653098,-0.2462164074748978,-0.05470543785627974,-0.06969973308597942,0.8237436148681735,-0.6125663403585079
5_5,minor_road,0,34.75493423327097,-2.719804351913011,0.2336452726799526,-0.7034993520819789,-0.39951246316464967,0.1806648754555429,0.6049664077965898,-0.42433859828980913,-0.4873909102460688,-0.7539342558653098,-0.2462164074748978,-0.05470543785627974,-0.06969973308597942,0.8110843232620405,-0.5711956503330972
5_6,minor_road,0,34.7659488292695,-2.7014440668434565,0.2351157898551239,-0.6416762476913392,-0.02764402353485706,1.2982462257452223,-0.25165735659223915,-0.42433859828980913,-0.05851174444186714,-0.7539342558653098,-0.2462164074748978,-0.05470543785627974,-0.06969973308597942,0.6850699454215476,-0.15937941870159017
